?intervention	?interventionLabel
<http://www.wikidata.org/entity/Q7307897>	"regadenoson"@en
<http://www.wikidata.org/entity/Q6004128>	"Imipenem/cilastatin"@en
<http://www.wikidata.org/entity/Q5986553>	"Icodextrin"@en
<http://www.wikidata.org/entity/Q5987770>	"idazoxan"@en
<http://www.wikidata.org/entity/Q5991162>	"Ifetroban"@en
<http://www.wikidata.org/entity/Q5991156>	"ifenprodil"@en
<http://www.wikidata.org/entity/Q6040896>	"neosaxitoxin"@en
<http://www.wikidata.org/entity/Q6024927>	"indiplon"@en
<http://www.wikidata.org/entity/Q7315650>	"Reslizumab"@en
<http://www.wikidata.org/entity/Q7312052>	"remogliflozin etabonate"@en
<http://www.wikidata.org/entity/Q7316645>	"retapamulin"@en
<http://www.wikidata.org/entity/Q5521314>	"Ganirelix"@en
<http://www.wikidata.org/entity/Q5514756>	"GTS-21"@en
<http://www.wikidata.org/entity/Q5515384>	"gabexate"@en
<http://www.wikidata.org/entity/Q7316808>	"vitamin A acetate"@en
<http://www.wikidata.org/entity/Q5530013>	"gefarnate"@en
<http://www.wikidata.org/entity/Q7118227>	"PARP inhibitor"@en
<http://www.wikidata.org/entity/Q6896158>	"Molgramostim"@en
<http://www.wikidata.org/entity/Q7130425>	"pancrelipase"@en
<http://www.wikidata.org/entity/Q7376558>	"rucaparib"@en
<http://www.wikidata.org/entity/Q7115199>	"oxfendazole"@en
<http://www.wikidata.org/entity/Q7116436>	"ozagrel"@en
<http://www.wikidata.org/entity/Q6985503>	"Necitumumab"@en
<http://www.wikidata.org/entity/Q6986146>	"Nedaplatin"@en
<http://www.wikidata.org/entity/Q6961039>	"naluzotan"@en
<http://www.wikidata.org/entity/Q6917197>	"motexafin lutetium"@en
<http://www.wikidata.org/entity/Q6901567>	"(Z)-ethanolamine oleate"@en
<http://www.wikidata.org/entity/Q6940221>	"muscarinic agonist"@en
<http://www.wikidata.org/entity/Q6961789>	"Ularitide"@en
<http://www.wikidata.org/entity/Q7041453>	"nitroarginine"@en
<http://www.wikidata.org/entity/Q7037489>	"nilvadipine"@en
<http://www.wikidata.org/entity/Q7037737>	"nimorazole"@en
<http://www.wikidata.org/entity/Q7030581>	"nicotinic agonist"@en
<http://www.wikidata.org/entity/Q6724151>	"macitentan"@en
<http://www.wikidata.org/entity/Q7083108>	"Olaratumab"@en
<http://www.wikidata.org/entity/Q7088466>	"olodaterol"@en
<http://www.wikidata.org/entity/Q11426176>	"prednisolone"@en
<http://www.wikidata.org/entity/Q6804390>	"Mecasermin"@en
<http://www.wikidata.org/entity/Q6794291>	"mavrilimumab"@en
<http://www.wikidata.org/entity/Q6732002>	"magnolol"@en
<http://www.wikidata.org/entity/Q6763659>	"marimastat"@en
<http://www.wikidata.org/entity/Q6764468>	"marinobufagenin"@en
<http://www.wikidata.org/entity/Q6783851>	"masoprocol"@en
<http://www.wikidata.org/entity/Q7381206>	"cyproterone"@en
<http://www.wikidata.org/entity/Q7050955>	"norethandrolone"@en
<http://www.wikidata.org/entity/Q7050956>	"norethindrone enanthate"@en
<http://www.wikidata.org/entity/Q7098691>	"Oprelvekin"@en
<http://www.wikidata.org/entity/Q7089373>	"(-)-homoharringtonine"@en
<http://www.wikidata.org/entity/Q6808975>	"megestrol acetate"@en
<http://www.wikidata.org/entity/Q7102878>	"oritavancin"@en
<http://www.wikidata.org/entity/Q7101491>	"Oregovomab"@en
<http://www.wikidata.org/entity/Q7424731>	"Saruplase"@en
<http://www.wikidata.org/entity/Q7428510>	"saw palmetto extract"@en
<http://www.wikidata.org/entity/Q7425965>	"Satavaptan fumarate"@en
<http://www.wikidata.org/entity/Q7420893>	"sapacitabine"@en
<http://www.wikidata.org/entity/Q7398796>	"safingol"@en
<http://www.wikidata.org/entity/Q7383611>	"ruxolitinib"@en
<http://www.wikidata.org/entity/Q6695342>	"lubiprostone"@en
<http://www.wikidata.org/entity/Q7455390>	"Serratiopeptidase"@en
<http://www.wikidata.org/entity/Q7449839>	"Semuloparin"@en
<http://www.wikidata.org/entity/Q7449117>	"semapimod"@en
<http://www.wikidata.org/entity/Q7517689>	"simeprevir"@en
<http://www.wikidata.org/entity/Q6821618>	"mesoridazine"@en
<http://www.wikidata.org/entity/Q6823309>	"metaxalone"@en
<http://www.wikidata.org/entity/Q6823919>	"methyclothiazide"@en
<http://www.wikidata.org/entity/Q6827850>	"micafungin"@en
<http://www.wikidata.org/entity/Q6824116>	"metirosine"@en
<http://www.wikidata.org/entity/Q7553347>	"sodium oxybate"@en
<http://www.wikidata.org/entity/Q7553303>	"sodium channel blocker"@en
<http://www.wikidata.org/entity/Q7650517>	"suvorexant"@en
<http://www.wikidata.org/entity/Q7553377>	"Sodium tetradecyl sulfate"@en
<http://www.wikidata.org/entity/Q7555630>	"solabegron"@en
<http://www.wikidata.org/entity/Q6842945>	"midostaurin"@en
<http://www.wikidata.org/entity/Q6875874>	"misonidazole"@en
<http://www.wikidata.org/entity/Q7279762>	"(+)-emtricitabine"@en
<http://www.wikidata.org/entity/Q7279814>	"raclopride"@en
<http://www.wikidata.org/entity/Q7279006>	"(±)-adrenaline"@en
<http://www.wikidata.org/entity/Q7160547>	"Pegaspargase"@en
<http://www.wikidata.org/entity/Q5597007>	"grape seed extract"@en
<http://www.wikidata.org/entity/Q5577596>	"ritodrine"@en
<http://www.wikidata.org/entity/Q6696022>	"lucanthone"@en
<http://www.wikidata.org/entity/Q6704977>	"lurtotecan"@en
<http://www.wikidata.org/entity/Q7263674>	"Pyronaridine"@en
<http://www.wikidata.org/entity/Q5613599>	"guanfacine"@en
<http://www.wikidata.org/entity/Q5613542>	"guanabenz"@en
<http://www.wikidata.org/entity/Q6720157>	"maytansine"@en
<http://www.wikidata.org/entity/Q5896650>	"honokiol"@en
<http://www.wikidata.org/entity/Q5908266>	"idelalisib"@en
<http://www.wikidata.org/entity/Q5646925>	"sivelestat"@en
<http://www.wikidata.org/entity/Q5891790>	"tramiprosate"@en
<http://www.wikidata.org/entity/Q5754240>	"higenamine"@en
<http://www.wikidata.org/entity/Q5675567>	"telcagepant"@en
<http://www.wikidata.org/entity/Q5954743>	"Hydrocortisone 17-butyrate"@en
<http://www.wikidata.org/entity/Q5957181>	"staurosporine"@en
<http://www.wikidata.org/entity/Q7833138>	"trametinib"@en
<http://www.wikidata.org/entity/Q7842225>	"trimetrexate(1+)"@en
<http://www.wikidata.org/entity/Q7838098>	"Tremelimumab"@en
<http://www.wikidata.org/entity/Q7838652>	"treosulfan"@en
<http://www.wikidata.org/entity/Q5948038>	"enoxolone"@en
<http://www.wikidata.org/entity/Q7844989>	"Troglitazone"@en
<http://www.wikidata.org/entity/Q5977854>	"beraprost"@en
<http://www.wikidata.org/entity/Q7908310>	"vadimezan"@en
<http://www.wikidata.org/entity/Q7881588>	"umirolimus"@en
<http://www.wikidata.org/entity/Q7846702>	"Troxacitabine"@en
<http://www.wikidata.org/entity/Q7912593>	"Valrubicin"@en
<http://www.wikidata.org/entity/Q7912612>	"Valsartan/hydrochlorothiazide"@en
<http://www.wikidata.org/entity/Q5984881>	"ibrutinib"@en
<http://www.wikidata.org/entity/Q5984069>	"ibipinabant"@en
<http://www.wikidata.org/entity/Q15149723>	"Nintedanib"@en
<http://www.wikidata.org/entity/Q7160789>	"Peginterferon alfa-2b"@en
<http://www.wikidata.org/entity/Q15269682>	"anagliptin"@en
<http://www.wikidata.org/entity/Q6881893>	"mitoguazone"@en
<http://www.wikidata.org/entity/Q6873840>	"mirodenafil"@en
<http://www.wikidata.org/entity/Q15269707>	"palbociclib"@en
<http://www.wikidata.org/entity/Q6881918>	"mitotic inhibitor"@en
<http://www.wikidata.org/entity/Q6890447>	"Mogamulizumab"@en
<http://www.wikidata.org/entity/Q7363205>	"romidepsin"@en
<http://www.wikidata.org/entity/Q7361410>	"rolofylline"@en
<http://www.wikidata.org/entity/Q7334300>	"Rilonacept"@en
<http://www.wikidata.org/entity/Q7334301>	"Rilotumumab"@en
<http://www.wikidata.org/entity/Q7165276>	"Pentosan Polysulfate"@en
<http://www.wikidata.org/entity/Q7168187>	"performance-enhancing substance"@en
<http://www.wikidata.org/entity/Q7168568>	"Perindopril/indapamide"@en
<http://www.wikidata.org/entity/Q7448840>	"selumetinib"@en
<http://www.wikidata.org/entity/Q7131441>	"panobinostat"@en
<http://www.wikidata.org/entity/Q7558263>	"Solithromycin"@en
<http://www.wikidata.org/entity/Q7598360>	"standard of care"@en
<http://www.wikidata.org/entity/Q7646304>	"surinabant"@en
<http://www.wikidata.org/entity/Q7678897>	"Talaporfin"@en
<http://www.wikidata.org/entity/Q7181339>	"phenethyl isothiocyanate"@en
<http://www.wikidata.org/entity/Q7679524>	"Talimogene laherparepvec"@en
<http://www.wikidata.org/entity/Q7688892>	"taurochenodeoxycholic acid"@en
<http://www.wikidata.org/entity/Q7688907>	"tauroursodeoxycholic acid"@en
<http://www.wikidata.org/entity/Q7695658>	"telavancin"@en
<http://www.wikidata.org/entity/Q7700570>	"atenolol/chlorthalidone"@en
<http://www.wikidata.org/entity/Q7194603>	"pimavanserin"@en
<http://www.wikidata.org/entity/Q7191298>	"pidilizumab"@en
<http://www.wikidata.org/entity/Q7194521>	"pilsicainide"@en
<http://www.wikidata.org/entity/Q7190969>	"piclozotan"@en
<http://www.wikidata.org/entity/Q13896859>	"pembrolizumab"@en
<http://www.wikidata.org/entity/Q9635292>	"Simvastatin/sitagliptin"@en
<http://www.wikidata.org/entity/Q10741852>	"ipratropium bromide/salbutamol"@en
<http://www.wikidata.org/entity/Q7705415>	"Tesamorelin"@en
<http://www.wikidata.org/entity/Q7782198>	"theodrenaline"@en
<http://www.wikidata.org/entity/Q7784695>	"thiorphan"@en
<http://www.wikidata.org/entity/Q7808830>	"Tipifarnib"@en
<http://www.wikidata.org/entity/Q7799637>	"thymopentin"@en
<http://www.wikidata.org/entity/Q10268802>	"illegal drug"@en
<http://www.wikidata.org/entity/Q10261779>	"cromolyn sodium"@en
<http://www.wikidata.org/entity/Q10282403>	"surgical mask"@en
<http://www.wikidata.org/entity/Q10354103>	"probucol"@en
<http://www.wikidata.org/entity/Q10384947>	"trofosfamide"@en
<http://www.wikidata.org/entity/Q7825683>	"tedizolid"@en
<http://www.wikidata.org/entity/Q7809264>	"tiropramide"@en
<http://www.wikidata.org/entity/Q7831165>	"trace metal"@en
<http://www.wikidata.org/entity/Q7814101>	"tolazamide"@en
<http://www.wikidata.org/entity/Q7825530>	"torcetrapib"@en
<http://www.wikidata.org/entity/Q15274561>	"duvoglustat"@en
<http://www.wikidata.org/entity/Q15304877>	"raltitrexed"@en
<http://www.wikidata.org/entity/Q15353101>	"Interferon alfacon-1"@en
<http://www.wikidata.org/entity/Q15391928>	"perillyl alcohol"@en
<http://www.wikidata.org/entity/Q15408406>	"etiracetam"@en
<http://www.wikidata.org/entity/Q15295638>	"Norelgestromin"@en
<http://www.wikidata.org/entity/Q7918002>	"Vedolizumab"@en
<http://www.wikidata.org/entity/Q15408425>	"arbaclofen placarbil"@en
<http://www.wikidata.org/entity/Q15409409>	"ledipasvir"@en
<http://www.wikidata.org/entity/Q15409374>	"nafamostat"@en
<http://www.wikidata.org/entity/Q15409404>	"lisofylline"@en
<http://www.wikidata.org/entity/Q7919041>	"veliparib"@en
<http://www.wikidata.org/entity/Q9268800>	"gloriosine"@en
<http://www.wikidata.org/entity/Q15646788>	"chlorhexidine"@en
<http://www.wikidata.org/entity/Q7280139>	"radezolid"@en
<http://www.wikidata.org/entity/Q7679533>	"talinolol"@en
<http://www.wikidata.org/entity/Q7698204>	"Temoporfin"@en
<http://www.wikidata.org/entity/Q7692231>	"Technetium Tc-99m tetrofosmin"@en
<http://www.wikidata.org/entity/Q7692228>	"Technetium (99mTc) medronic acid"@en
<http://www.wikidata.org/entity/Q7694156>	"teduglutide"@en
<http://www.wikidata.org/entity/Q7679540>	"talipexole"@en
<http://www.wikidata.org/entity/Q15708351>	"naloxegol"@en
<http://www.wikidata.org/entity/Q15708403>	"Poractant alfa"@en
<http://www.wikidata.org/entity/Q15708278>	"aducanumab"@en
<http://www.wikidata.org/entity/Q7701687>	"Terconazole"@en
<http://www.wikidata.org/entity/Q15709005>	"Botulinum Toxin Type B"@en
<http://www.wikidata.org/entity/Q15709152>	"chlorhexidine gluconate"@en
<http://www.wikidata.org/entity/Q11450699>	"estradiol benzoate"@en
<http://www.wikidata.org/entity/Q11497468>	"antimanic agents"@en
<http://www.wikidata.org/entity/Q11587666>	"Diallyl sulfide"@en
<http://www.wikidata.org/entity/Q12830468>	"psychotropic drug"@en
<http://www.wikidata.org/entity/Q12745763>	"levonordefrin"@en
<http://www.wikidata.org/entity/Q11786072>	"motexafin gadolinium"@en
<http://www.wikidata.org/entity/Q12747348>	"vestipitant"@en
<http://www.wikidata.org/entity/Q13582130>	"Certoparin"@en
<http://www.wikidata.org/entity/Q13574436>	"Ixekizumab"@en
<http://www.wikidata.org/entity/Q13019044>	"Amdinocillin"@en
<http://www.wikidata.org/entity/Q7915615>	"varespladib methyl"@en
<http://www.wikidata.org/entity/Q7917084>	"vatalanib"@en
<http://www.wikidata.org/entity/Q16634031>	"isoproterenol"@en
<http://www.wikidata.org/entity/Q16634231>	"Nandrolone decanoate"@en
<http://www.wikidata.org/entity/Q15893399>	"diphtheria antitoxin"@en
<http://www.wikidata.org/entity/Q16875676>	"hormone antagonist"@en
<http://www.wikidata.org/entity/Q16899782>	"Diarylquinolines"@en
<http://www.wikidata.org/entity/Q17144959>	"FOLFIRINOX"@en
<http://www.wikidata.org/entity/Q17076294>	"procyanidin"@en
<http://www.wikidata.org/entity/Q17149282>	"Glucocorticoids in hippocampal development"@en
<http://www.wikidata.org/entity/Q15410178>	"testosterone undecanoate"@en
<http://www.wikidata.org/entity/Q15410251>	"avibactam"@en
<http://www.wikidata.org/entity/Q20801759>	"Antihemophilic Factor"@en
<http://www.wikidata.org/entity/Q20707748>	"Atezolizumab"@en
<http://www.wikidata.org/entity/Q20801721>	"Salmon Calcitonin"@en
<http://www.wikidata.org/entity/Q20801720>	"Interferon alfa-n1"@en
<http://www.wikidata.org/entity/Q15410303>	"pritelivir"@en
<http://www.wikidata.org/entity/Q15424759>	"selexipag"@en
<http://www.wikidata.org/entity/Q15623825>	"Evolocumab"@en
<http://www.wikidata.org/entity/Q15427852>	"squalamine"@en
<http://www.wikidata.org/entity/Q15624030>	"luliconazole"@en
<http://www.wikidata.org/entity/Q10860583>	"betaine"@en
<http://www.wikidata.org/entity/Q10860580>	"hematinic"@en
<http://www.wikidata.org/entity/Q10910139>	"halometasone"@en
<http://www.wikidata.org/entity/Q10909912>	"ubenimex"@en
<http://www.wikidata.org/entity/Q11368150>	"Specific Substance Maruyama, SSM"@en
<http://www.wikidata.org/entity/Q10910504>	"gusperimus"@en
<http://www.wikidata.org/entity/Q14916330>	"P2RY12"@en
<http://www.wikidata.org/entity/Q7939403>	"voglibose"@en
<http://www.wikidata.org/entity/Q7940202>	"volinanserin"@en
<http://www.wikidata.org/entity/Q7941753>	"vorapaxar"@en
<http://www.wikidata.org/entity/Q8042940>	"xanomeline"@en
<http://www.wikidata.org/entity/Q7940537>	"Volociximab"@en
<http://www.wikidata.org/entity/Q10860261>	"diflucortolone valerate"@en
<http://www.wikidata.org/entity/Q9003473>	"hydrotalcite"@en
<http://www.wikidata.org/entity/Q9178218>	"radiopharmaceutical"@en
<http://www.wikidata.org/entity/Q8347282>	"coagulant"@en
<http://www.wikidata.org/entity/Q8065569>	"Zalutumumab"@en
<http://www.wikidata.org/entity/Q20801763>	"Aldesleukin"@en
<http://www.wikidata.org/entity/Q20801760>	"Intravenous Immunoglobulin"@en
<http://www.wikidata.org/entity/Q20801777>	"Anti-thymocyte Globulin (Rabbit)"@en
<http://www.wikidata.org/entity/Q15634081>	"irsogladine"@en
<http://www.wikidata.org/entity/Q15634095>	"filanesib"@en
<http://www.wikidata.org/entity/Q21506464>	"osimertinib"@en
<http://www.wikidata.org/entity/Q20817234>	"thymalfasin"@en
<http://www.wikidata.org/entity/Q20817235>	"interferon-alpha"@en
<http://www.wikidata.org/entity/Q7842199>	"trimethobenzamide"@en
<http://www.wikidata.org/entity/Q25326660>	"niraparib"@en
<http://www.wikidata.org/entity/Q19904005>	"Durvalumab"@en
<http://www.wikidata.org/entity/Q25326692>	"Lenzilumab"@en
<http://www.wikidata.org/entity/Q26270990>	"rifamycin"@en
<http://www.wikidata.org/entity/Q25401178>	"free radical scavengers"@en
<http://www.wikidata.org/entity/Q26840825>	"pyridostigmine bromide"@en
<http://www.wikidata.org/entity/Q26840915>	"methadone hydrochloride"@en
<http://www.wikidata.org/entity/Q27077063>	"leucovorin calcium"@en
<http://www.wikidata.org/entity/Q27077698>	"fondaparinux"@en
<http://www.wikidata.org/entity/Q27077290>	"fenofibric acid"@en
<http://www.wikidata.org/entity/Q20078502>	"dabigatran etexilate"@en
<http://www.wikidata.org/entity/Q19946892>	"cerebrolysin"@en
<http://www.wikidata.org/entity/Q18002993>	"navitoclax"@en
<http://www.wikidata.org/entity/Q27077788>	"gedatolisib"@en
<http://www.wikidata.org/entity/Q27105184>	"ketamine hydrochloride"@en
<http://www.wikidata.org/entity/Q24745424>	"natriuretic peptide, C type"@en
<http://www.wikidata.org/entity/Q25018296>	"Velpatasvir"@en
<http://www.wikidata.org/entity/Q24780389>	"Flt3 ligand"@en
<http://www.wikidata.org/entity/Q24977417>	"islatravir"@en
<http://www.wikidata.org/entity/Q24721416>	"Natriuretic peptide, brain type"@en
<http://www.wikidata.org/entity/Q24782841>	"Dextransucrase DSRB"@en
<http://www.wikidata.org/entity/Q19856779>	"mitomycin"@en
<http://www.wikidata.org/entity/Q18344323>	"pregnanolone"@en
<http://www.wikidata.org/entity/Q18578732>	"carboprost tromethamine"@en
<http://www.wikidata.org/entity/Q18354718>	"fallypride"@en
<http://www.wikidata.org/entity/Q18209997>	"Galidesivir"@en
<http://www.wikidata.org/entity/Q18209059>	"advance care planning"@en
<http://www.wikidata.org/entity/Q18344013>	"Metadoxine"@en
<http://www.wikidata.org/entity/Q20817252>	"tinzaparin"@en
<http://www.wikidata.org/entity/Q20817238>	"Samarium (153sm) lexidronam"@en
<http://www.wikidata.org/entity/Q20817236>	"ecabet"@en
<http://www.wikidata.org/entity/Q20817257>	"nadroparin"@en
<http://www.wikidata.org/entity/Q20948663>	"ixazomib"@en
<http://www.wikidata.org/entity/Q23671272>	"venetoclax"@en
<http://www.wikidata.org/entity/Q25100575>	"Pevonedistat"@en
<http://www.wikidata.org/entity/Q25091391>	"darolutamide"@en
<http://www.wikidata.org/entity/Q26841250>	"methacholine chloride"@en
<http://www.wikidata.org/entity/Q26841197>	"squaric acid dibutyl ester"@en
<http://www.wikidata.org/entity/Q27081090>	"NΩ-nitro-L-arginine methyl ester"@en
<http://www.wikidata.org/entity/Q27088181>	"onapristone"@en
<http://www.wikidata.org/entity/Q27084209>	"melagatran"@en
<http://www.wikidata.org/entity/Q27077889>	"gsk-2636771"@en
<http://www.wikidata.org/entity/Q27088208>	"opicapone"@en
<http://www.wikidata.org/entity/Q27082450>	"LXA4"@en
<http://www.wikidata.org/entity/Q27077807>	"ginsenoside Rg3"@en
<http://www.wikidata.org/entity/Q27083635>	"maxacalcitol"@en
<http://www.wikidata.org/entity/Q27089351>	"flecainide acetate"@en
<http://www.wikidata.org/entity/Q24063589>	"nisinic acid"@en
<http://www.wikidata.org/entity/Q27088402>	"piritrexim"@en
<http://www.wikidata.org/entity/Q27088384>	"piclidenoson"@en
<http://www.wikidata.org/entity/Q27088994>	"tin protoporphyrin IX"@en
<http://www.wikidata.org/entity/Q27088412>	"plevitrexed"@en
<http://www.wikidata.org/entity/Q27088522>	"rebastinib"@en
<http://www.wikidata.org/entity/Q27088288>	"peficitinib"@en
<http://www.wikidata.org/entity/Q27088553>	"ricolinostat"@en
<http://www.wikidata.org/entity/Q27088685>	"salirasib"@en
<http://www.wikidata.org/entity/Q27088210>	"orantinib"@en
<http://www.wikidata.org/entity/Q20089925>	"gliflozins"@en
<http://www.wikidata.org/entity/Q17149812>	"Janus kinase inhibitors"@en
<http://www.wikidata.org/entity/Q17193526>	"ipragliflozin"@en
<http://www.wikidata.org/entity/Q20539232>	"eluxadoline"@en
<http://www.wikidata.org/entity/Q21011224>	"eliglustat"@en
<http://www.wikidata.org/entity/Q27074470>	"antarelix"@en
<http://www.wikidata.org/entity/Q27074464>	"angiotensin 1-7"@en
<http://www.wikidata.org/entity/Q27074125>	"upadacitinib"@en
<http://www.wikidata.org/entity/Q27074501>	"argatroban"@en
<http://www.wikidata.org/entity/Q27074716>	"adavosertib"@en
<http://www.wikidata.org/entity/Q27074035>	"7-hydroxystaurosporine"@en
<http://www.wikidata.org/entity/Q27075486>	"brequinar"@en
<http://www.wikidata.org/entity/Q27075007>	"bempedoic acid"@en
<http://www.wikidata.org/entity/Q27075280>	"binodenoson"@en
<http://www.wikidata.org/entity/Q27075664>	"candesartan cilexetil"@en
<http://www.wikidata.org/entity/Q25100990>	"talazoparib"@en
<http://www.wikidata.org/entity/Q27098039>	"atracurium"@en
<http://www.wikidata.org/entity/Q27096436>	"uc-781"@en
<http://www.wikidata.org/entity/Q27096784>	"chloramphenicol succinate"@en
<http://www.wikidata.org/entity/Q27097224>	"5-[(2S)-2-methylpiperazin-1-yl]sulfonylisoquinoline"@en
<http://www.wikidata.org/entity/Q27094456>	"eniluracil"@en
<http://www.wikidata.org/entity/Q27094388>	"quinidine gluconate"@en
<http://www.wikidata.org/entity/Q27093778>	"phosphonoacetic acid"@en
<http://www.wikidata.org/entity/Q27095557>	"phenserine"@en
<http://www.wikidata.org/entity/Q27095907>	"bryostatin 1"@en
<http://www.wikidata.org/entity/Q27095075>	"tretazicar"@en
<http://www.wikidata.org/entity/Q27097831>	"dapivirine"@en
<http://www.wikidata.org/entity/Q27095558>	"tesmilifene"@en
<http://www.wikidata.org/entity/Q25104592>	"sarecycline"@en
<http://www.wikidata.org/entity/Q25323953>	"Entrectinib"@en
<http://www.wikidata.org/entity/Q25112466>	"Risankizumab"@en
<http://www.wikidata.org/entity/Q25323757>	"Aripiprazole lauroxil"@en
<http://www.wikidata.org/entity/Q25104603>	"Rindopepimut"@en
<http://www.wikidata.org/entity/Q27107351>	"methylprednisolone acetate"@en
<http://www.wikidata.org/entity/Q27107089>	"ketorolac tromethamine"@en
<http://www.wikidata.org/entity/Q27107266>	"Lypressin"@en
<http://www.wikidata.org/entity/Q27107182>	"Lappaconitine"@en
<http://www.wikidata.org/entity/Q21011231>	"ceftolozane"@en
<http://www.wikidata.org/entity/Q27105936>	"betamethasone sodium phosphate"@en
<http://www.wikidata.org/entity/Q27105931>	"benztropine mesylate"@en
<http://www.wikidata.org/entity/Q21011228>	"dulaglutide"@en
<http://www.wikidata.org/entity/Q21011234>	"edoxaban"@en
<http://www.wikidata.org/entity/Q21011233>	"ceritinib"@en
<http://www.wikidata.org/entity/Q21011227>	"tedizolid phosphate"@en
<http://www.wikidata.org/entity/Q21011226>	"tavaborole"@en
<http://www.wikidata.org/entity/Q21011288>	"metacognitive therapy"@en
<http://www.wikidata.org/entity/Q21083321>	"efatutazone"@en
<http://www.wikidata.org/entity/Q21057316>	"coal tar pitch volatiles"@en
<http://www.wikidata.org/entity/Q21098957>	"saracatinib"@en
<http://www.wikidata.org/entity/Q21098912>	"serlopitant"@en
<http://www.wikidata.org/entity/Q27106392>	"dexamethasone acetate"@en
<http://www.wikidata.org/entity/Q27102474>	"hydrocortisone acetate"@en
<http://www.wikidata.org/entity/Q27106184>	"clindamycin phosphate"@en
<http://www.wikidata.org/entity/Q27106347>	"decursin"@en
<http://www.wikidata.org/entity/Q27075985>	"cholesteryl sulfate"@en
<http://www.wikidata.org/entity/Q27075889>	"CGP-12177"@en
<http://www.wikidata.org/entity/Q27076117>	"cloprostenol"@en
<http://www.wikidata.org/entity/Q27107357>	"(RS)-mexiletine hydrochloride"@en
<http://www.wikidata.org/entity/Q27108063>	"prednisolone acetate"@en
<http://www.wikidata.org/entity/Q27108402>	"testosterone enanthate"@en
<http://www.wikidata.org/entity/Q27104064>	"bunolol"@en
<http://www.wikidata.org/entity/Q27104202>	"hydrocortisone hemisuccinate"@en
<http://www.wikidata.org/entity/Q21099362>	"aristolochic acid I"@en
<http://www.wikidata.org/entity/Q21099552>	"rigosertib"@en
<http://www.wikidata.org/entity/Q27104943>	"dolastatin 10"@en
<http://www.wikidata.org/entity/Q27105174>	"cefditoren pivoxil"@en
<http://www.wikidata.org/entity/Q27105159>	"alpha-galactosylceramide"@en
<http://www.wikidata.org/entity/Q21099600>	"methylselenocysteine"@en
<http://www.wikidata.org/entity/Q21111228>	"Proteasome 26S subunit, non-ATPase 4"@en
<http://www.wikidata.org/entity/Q21396219>	"tetrathiomolybdate"@en
<http://www.wikidata.org/entity/Q27132391>	"formoterol fumarate"@en
<http://www.wikidata.org/entity/Q27108485>	"trimethaphan camsylate"@en
<http://www.wikidata.org/entity/Q27108462>	"triamcinolone diacetate"@en
<http://www.wikidata.org/entity/Q27108523>	"vecuronium bromide"@en
<http://www.wikidata.org/entity/Q27108525>	"venlafaxine hydrochloride"@en
<http://www.wikidata.org/entity/Q27113963>	"ethylenediaminetetraacetatoferrate(1-)"@en
<http://www.wikidata.org/entity/Q27114198>	"alclometasone dipropionate"@en
<http://www.wikidata.org/entity/Q27114238>	"atazanavir sulfate"@en
<http://www.wikidata.org/entity/Q27114666>	"imatinib mesylate"@en
<http://www.wikidata.org/entity/Q27114254>	"betamethasone acetate"@en
<http://www.wikidata.org/entity/Q27114261>	"bepotastine besilate"@en
<http://www.wikidata.org/entity/Q27114406>	"erythromycin ethylsuccinate"@en
<http://www.wikidata.org/entity/Q27161510>	"(5R)-24,25-Dihydroxyvitamin D"@en
<http://www.wikidata.org/entity/Q27108095>	"propranolol hydrochloride"@en
<http://www.wikidata.org/entity/Q27117271>	"penicillanic acid"@en
<http://www.wikidata.org/entity/Q27121179>	"cinacalcet hydrochloride"@en
<http://www.wikidata.org/entity/Q27122215>	"raloxifene hydrochloride"@en
<http://www.wikidata.org/entity/Q27122452>	"brimonidine tartrate"@en
<http://www.wikidata.org/entity/Q27116971>	"duloxetine hydrochloride"@en
<http://www.wikidata.org/entity/Q27121125>	"diclofenac epolamine"@en
<http://www.wikidata.org/entity/Q27108136>	"quetiapine fumarate"@en
<http://www.wikidata.org/entity/Q27124083>	"erlotinib hydrochloride"@en
<http://www.wikidata.org/entity/Q27123095>	"carbenicillin indanyl"@en
<http://www.wikidata.org/entity/Q27114732>	"oxytetracycline hydrochloride"@en
<http://www.wikidata.org/entity/Q27114793>	"sapropterin dihydrochloride"@en
<http://www.wikidata.org/entity/Q27114836>	"tolterodine tartrate"@en
<http://www.wikidata.org/entity/Q27115152>	"cetylpyridinium"@en
<http://www.wikidata.org/entity/Q27132395>	"fingolimod hydrochloride"@en
<http://www.wikidata.org/entity/Q27116688>	"taxane"@en
<http://www.wikidata.org/entity/Q27116117>	"8-epi-prostaglandin F2alpha"@en
<http://www.wikidata.org/entity/Q27106503>	"erythromycin estolate"@en
<http://www.wikidata.org/entity/Q27146836>	"rosuvastatin calcium"@en
<http://www.wikidata.org/entity/Q27132705>	"propafenone(1+)"@en
<http://www.wikidata.org/entity/Q27139037>	"vilazodone hydrochloride"@en
<http://www.wikidata.org/entity/Q27137065>	"dexamethasone phosphate"@en
<http://www.wikidata.org/entity/Q27132704>	"sotalol(1+)"@en
<http://www.wikidata.org/entity/Q27157250>	"paliperidone palmitate"@en
<http://www.wikidata.org/entity/Q27160191>	"bisantrene"@en
<http://www.wikidata.org/entity/Q27108275>	"sennoside A"@en
